Date,Close,High,Low,Open,Volume,VIX_Close,EMA_12,EMA_26,RSI,MACD,MA_10,MA_20,MA_30,MA_45,SD_20,Upper_20,Lower_20
,AAPL,AAPL,AAPL,AAPL,AAPL,^VIX,,,,,,,,,,,
2020-11-24,112.22119903564453,112.88378869271381,109.70725526905355,110.99346528046955,113874200,21.639999389648438,113.87967607063766,113.32310753050278,51.00444887295594,0.5565685401348759,115.04498291015625,112.97497024536133,113.37325770060221,112.8582292344835,3.642878318572525,116.61784856393386,109.3320919267888
2020-11-25,113.05915832519531,113.760724582734,112.22117723247423,112.59145244287018,76499200,21.25,113.75344257133884,113.30355573751704,42.05739480556006,0.4498868338217932,114.70784072875976,113.21961669921875,113.2124407450358,113.0551544189453,3.462785206497516,116.68240190571626,109.75683149272123
2020-11-27,113.6048355102539,114.48179346992426,113.24431371809374,113.58535085961773,46691300,20.84000015258789,113.73057994655655,113.32587275771978,44.17320022316346,0.4047071888367668,114.45255126953126,113.29116783142089,113.08537673950195,113.24042799207899,3.4548139025612254,116.74598173398212,109.83635392885967
2020-11-30,116.00182342529297,117.87266158456667,113.81917147209029,113.97507836905477,169410200,20.56999969482422,114.0800020202083,113.52409132568816,57.53719069722397,0.5559106945201364,114.43208847045898,113.79675521850587,113.09300867716472,113.39120754665798,3.028271693762748,116.82502691226861,110.76848352474312
2020-12-01,119.57787322998047,120.30867019893745,116.93726107423544,117.91165703284473,127728200,20.770000457763672,114.92582836017326,113.972519614895,65.74892161454926,0.9533087452782496,114.66789093017579,114.48552322387695,113.3184107462565,113.56352403428819,2.6582894286519605,117.14381265252891,111.827233795225
2020-12-02,119.92864990234375,120.21122560718797,117.79472048917064,118.89578518676296,89004200,21.170000076293945,115.69549321281487,114.41371445100232,59.82479470741333,1.2817787618125465,115.0274444580078,115.11060791015625,113.5058967590332,113.76244167751736,2.3647987899487197,117.47540670010497,112.74580912020753
2020-12-03,119.79224395751953,120.61073301099076,119.08093162233982,120.3573879750848,78967600,21.280000686645508,116.32576255815405,114.81212404407768,60.286858997198436,1.5136385140763764,115.50587310791016,115.509525680542,113.70958735148112,113.92114851209853,2.4507769209652213,117.96030260150722,113.05874875957677
2020-12-04,119.11990356445312,119.7142856820755,118.40859125787107,119.46094065635505,78260400,20.790000915527344,116.75563040527699,115.13121882336475,57.964852796892416,1.6244115819122413,115.85762939453124,115.67639045715332,113.92718073527018,114.04373050265842,2.580526468426465,118.25691692557979,113.09586398872685
2020-12-07,120.58151245117188,121.38051692318322,119.11991836085464,119.17837974557071,86712000,21.299999237060547,117.34422764310696,115.5349442772764,58.9703499214163,1.8092833658305665,116.48221893310547,115.9229133605957,114.21651611328124,114.28028496636284,2.8038256689164927,118.72673902951219,113.11908769167921
2020-12-08,121.19536590576172,121.78000942455122,119.93839423484614,121.18562729875275,82225500,20.68000030517578,117.93671045274615,115.95423476827531,63.166299825676504,1.9824756844708418,117.50825653076171,116.31559448242187,114.52598876953125,114.45525699191623,2.968427528223883,119.28402201064576,113.34716695419799
2020-12-09,118.66194152832031,122.7251709901087,117.9019138516176,121.34153047949344,115089200,22.270000457763672,118.04828446437295,116.15480563938975,59.2867865800713,1.8934788249832053,118.1523307800293,116.59865684509278,114.70075709025065,114.64612799750434,2.904932038944116,119.50358888403689,113.69372480614867
2020-12-10,120.08455657958984,120.69843079499793,117.07367661772612,117.41471371847992,81312200,22.520000457763672,118.36155709748324,116.44589830162678,60.931562578964034,1.9156587958564586,118.85487060546875,116.78135566711425,115.09803466796875,114.82710978190104,3.0069187136137003,119.78827438072796,113.77443695350055
2020-12-11,119.27581024169922,119.61684733291102,117.46343320377245,119.29529488946088,86939800,23.309999465942383,118.50221142736262,116.65552140829881,62.32381325051492,1.8466900190638142,119.42196807861328,116.93725967407227,115.33476791381835,114.99249742296007,3.0533580861896086,119.99061776026187,113.88390158788266
2020-12-14,118.66194152832031,120.19174292308256,118.42808857411595,119.46094593639897,79184500,24.719999313354492,118.52678528904843,116.804145120893,72.3884948893537,1.7226401681554364,119.68797988891602,117.0600341796875,115.76049677530925,115.10101216634115,3.0717378216250752,120.13177200131258,113.98829635806243
2020-12-15,124.60576629638672,124.62525838078408,120.95178104734528,121.15640332920535,157243700,22.889999389648438,119.46201313633124,117.38204298574439,78.25702478475662,2.0799701505868455,120.19076919555664,117.42933006286621,116.38727188110352,115.1810050116645,3.5053405509318774,120.93467061379809,113.92398951193434
2020-12-16,124.53755187988281,125.08321126755321,123.31955686522454,124.14779942243345,98208600,22.5,120.24286525072378,117.9120806816065,77.14287673041937,2.3307845691172844,120.65165939331055,117.83955192565918,116.95762507120769,115.33081478542752,3.8348836855992263,121.6744356112584,114.00466824005996
2020-12-17,125.4047622680664,126.2622355061444,124.76165733950789,125.59963849451057,94359800,21.93000030517578,121.03700325339187,118.46709413245537,77.4852483417935,2.569909120936501,121.21291122436523,118.3593921661377,117.41065419514975,115.49795023600261,4.124574156937186,122.48396632307488,114.23481800920051
2020-12-18,123.4169921875,125.79452063801119,122.89081749267945,125.6581058023967,192541500,21.56999969482422,121.40315539710082,118.83375324764386,67.60761536914686,2.5694021494569625,121.64262008666992,118.75012474060058,117.66513366699219,115.63128882514106,4.218721893192538,122.96884663379312,114.53140284740805
